50000,100000,500000,100000,1300000
1491.46875,1491.472656,1492.234375,1492.222656,1492.535156
1491.46875,1491.472656,1492.234375,1492.222656,1492.539063
1503.734375,1506.839844,1546.214844,1546.054688,1574.199219
1503.734375,1509.746094,1532.140625,1595.296875,1572.257813
1503.734375,1509.746094,1559.367188,1553.765625,1640.324219
1503.734375,1509.746094,1560.109375,1569.03125,1572.257813
1503.734375,1509.746094,1560.828125,1563.054688,1572.257813
1503.734375,1509.746094,1561.539063,1568.875,1599.003906
1503.734375,1509.746094,1562.242188,1621.113281,1592.101563
1503.734375,1509.746094,1562.820313,1621.839844,1604.503906
1503.734375,1509.746094,1565.890625,1622.527344,1656.683594
1503.734375,1509.746094,1565.890625,1623.203125,1658.3125
1503.734375,1509.746094,1565.890625,1623.824219,1658.820313
1503.734375,1509.746094,1565.890625,1624.5,1659.183594
1503.734375,1509.746094,1565.890625,1625.097656,1659.707031
1503.734375,1509.746094,1565.890625,1625.617188,1660.277344
1515.425781,1509.746094,1565.890625,1626.160156,1660.878906
1509.882813,1509.746094,1565.890625,1626.847656,1661.542969
1509.882813,1509.746094,1565.890625,1627.527344,1662.199219
1509.882813,1509.746094,1565.890625,1628.046875,1662.84375
1510.382813,1509.746094,1565.890625,1631.152344,1663.503906
1510.929688,1509.746094,1565.890625,1631.152344,1664.164063
1512.546875,1509.746094,1565.890625,1631.152344,1664.828125
1513.144531,1509.746094,1565.890625,1631.152344,1665.476563
1513.886719,1509.746094,1565.890625,1631.152344,1666.121094
1514.621094,1509.746094,1565.890625,1631.152344,1666.78125
1515.296875,1509.746094,1565.890625,1631.152344,1667.304688
1516.039063,1509.746094,1565.890625,1631.152344,1670.246094
1516.707031,1509.746094,1565.890625,1631.152344,1670.246094
1517.363281,1509.746094,1565.890625,1631.152344,1670.246094
1517.941406,1509.746094,1565.890625,1631.152344,1670.246094
1518.617188,1509.746094,1565.890625,1631.152344,1670.246094
1519.359375,1516.757813,1565.890625,1631.152344,1670.246094
1491.472656,1513.984375,1565.890625,1631.152344,1670.246094
0,1513.984375,1565.890625,1631.152344,1670.246094
0,1513.984375,1565.890625,1631.152344,1670.246094
0,1514.484375,1565.890625,1631.152344,1670.246094
0,1514.984375,1565.890625,1631.152344,1670.246094
0,1516.546875,1565.890625,1631.152344,1670.246094
0,1517.3125,1565.890625,1631.152344,1670.246094
0,1517.976563,1565.890625,1631.152344,1670.246094
0,1518.652344,1565.890625,1631.152344,1670.246094
0,1519.390625,1565.890625,1631.152344,1670.246094
0,1520.066406,1565.890625,1631.152344,1670.246094
0,1520.804688,1565.890625,1631.152344,1670.246094
0,1521.5,1565.890625,1631.152344,1670.246094
0,1522.21875,1565.890625,1631.152344,1670.246094
0,1522.960938,1565.890625,1631.152344,1670.246094
0,1523.632813,1565.890625,1631.152344,1670.246094
0,1492.234375,1565.890625,1631.152344,1670.246094
0,0,1565.890625,1631.152344,1670.246094
0,0,1565.890625,1631.152344,1670.246094
0,0,1565.890625,1631.152344,1670.246094
0,0,1565.890625,1631.152344,1670.246094
0,0,1565.890625,1631.152344,1670.246094
0,0,1565.890625,1631.152344,1670.246094
0,0,1565.890625,1631.152344,1670.246094
0,0,1565.890625,1631.152344,1670.246094
0,0,1565.890625,1631.152344,1670.246094
0,0,1565.890625,1631.152344,1670.246094
0,0,1565.890625,1631.152344,1670.246094
0,0,1565.890625,1631.152344,1670.246094
0,0,1565.890625,1631.152344,1670.246094
0,0,1565.890625,1631.152344,1670.246094
0,0,1565.890625,1631.152344,1670.246094
0,0,1565.890625,1631.152344,1670.246094
0,0,1565.890625,1631.152344,1670.246094
0,0,1565.890625,1631.152344,1670.246094
0,0,1565.890625,1631.152344,1670.246094
0,0,1565.890625,1631.152344,1670.246094
0,0,1565.890625,1631.152344,1670.246094
